,CompLex_complexity,WCL_complexity,SemEval2016_complexity,BEA2018_News_binaryComplexity,BEA2018_News_probabilisticComplexity,BEA2018_WikiNews_binaryComplexity,BEA2018_WikiNews_probabilisticComplexity,BEA2018_Wikipedia_binaryComplexity,BEA2018_Wikipedia_probabilisticComplexity,tokens
20861,,(2.7143+0j),0j,,,,,(1+0j),(0.13333333333333333+0j),relatively
20862,,(2.1429+0j),0j,0j,0j,(1+0j),(0.05+0j),,,relatives
20863,,,0j,,,,,,,relativity
20864,,,(0.5+0j),,,,,,,relaunched
20865,,(1.6+0j),,,,,,,,relax
20866,,(2.8333+0j),,,,,,,,relaxation
20867,,(1.8571+0j),0j,,,,,,,relaxed
20868,,(2.2857+0j),0j,,,,,,,relaxing
20869,,(3.2+0j),(0.5+0j),,,,,(0.5+0j),(0.025+0j),relay
20870,,(1.8333+0j),0j,0j,0j,(0.16666666666666666+0j),(0.024999999999999998+0j),,,release
20871,,(2.1429+0j),(0.022988505747126436+0j),(0.6666666666666666+0j),(0.05555555555555555+0j),(0.6666666666666666+0j),(0.06666666666666667+0j),(1+0j),(0.35+0j),released
20872,,,,,,0j,0j,,,released a statement
20873,,,,(1+0j),(0.05+0j),,,,,released unconditionally
20874,,(3+0j),0j,,,,,,,releases
20875,,(2.4286+0j),0j,,,,,,,releasing
20876,,,0j,,,,,,,relegated
20877,,,,(1+0j),(0.8+0j),,,,,relentless
20878,,,,(1+0j),(0.05+0j),,,,,relentless violence
20879,,(3.6667+0j),,,,,,,,relevance
20880,,(2.7143+0j),0j,,,,,,,relevant
20881,,(3.2857+0j),0j,,,,,,,reliability
20882,,(2.6667+0j),0j,,,(1+0j),(0.3+0j),(1+0j),(0.45+0j),reliable
20883,,,,,,,,(1+0j),(0.05+0j),reliable memories
20884,,(3.2857+0j),,,,,,,,reliance
20885,,,0j,,,,,,,relics
20886,,(2.6667+0j),,,,,,,,relied
20887,,(2.1667+0j),0j,,,,,,,relief
20888,,(2.6667+0j),0j,,,,,(1+0j),(0.15+0j),relies
20889,,(3+0j),,,,,,,,relieve
20890,,(2.4286+0j),,,,,,,,relieved
20891,,(2.1429+0j),0j,,,0j,0j,,,religion
20892,,(2.5+0j),0j,,,,,,,religions
20893,,(2.6667+0j),0j,0j,0j,,,(0.6666666666666666+0j),(0.05000000000000001+0j),religious
20894,(0.3333333333333333+0j),,,,,,,,,religious minorities
20895,,,,,,,,0j,0j,religious order
20896,,,,(1+0j),(0.1+0j),,,,,religious sects
20897,,,0j,,,,,,,religious-ethnic
20898,,,,,,(1+0j),(0.8+0j),,,relinquish
20899,,(2+0j),,,,,,,,reload
20900,,,,,,,,(1+0j),(0.15+0j),reloaded
20901,,,0j,,,,,,,reloading
20902,,,0j,,,,,,,relocate
20903,,,0j,,,,,,,relocated
20904,,(3.4286+0j),,,,,,,,relocation
20905,,(3.5714+0j),(0.5+0j),,,,,,,reluctant
20906,,,0j,,,,,,,reluctantly
20907,,(2.7143+0j),0j,,,,,,,rely
20908,,(3+0j),,,,,,,,relying
20909,,(2.1667+0j),0j,0j,0j,0j,0j,0j,0j,remain
20910,,(3.1667+0j),0j,,,,,(1+0j),(0.45+0j),remainder
20911,,(2.5714+0j),0j,(0.25+0j),(0.0125+0j),(1+0j),(0.05+0j),,,remained
20912,,,,0j,0j,,,,,remained unchanged
20913,,(2.4286+0j),0j,,,(0.5+0j),(0.025+0j),,,remaining
20914,,,,,,(1+0j),(0.05+0j),,,remaining palestinian detainees
20915,,(2.1429+0j),0j,(0.2+0j),(0.015000000000000003+0j),0j,0j,,,remains
20916,,,,(1+0j),(0.05+0j),,,,,remains firmly behind
20917,,,,,,(1+0j),(0.05+0j),,,remains steady
20918,,,0j,,,,,,,remake
20919,,,,(1+0j),(0.7+0j),,,,,remanded
20920,,,,(1+0j),(0.1+0j),,,,,remanded in custody
20921,,(2.5714+0j),,,,,,,,remark
20922,,(3.1429+0j),(0.3333333333333333+0j),,,,,,,remarkable
20923,(0.2333333333333333+0j),,,,,,,,,remarkable woman
20924,,(3+0j),,,,,,(1+0j),(0.05+0j),remarkably
20925,,(2.8571+0j),0j,,,,,,,remarked
20926,,(2.7143+0j),0j,,,,,,,remarks
20927,,(4+0j),,,,,,,,remedial
20928,,(4.2+0j),,,,,,,,remediation
20929,,,(1+0j),,,,,,,remedied
20930,,(2.8333+0j),0j,,,,,,,remedies
20931,,(3.1667+0j),0j,,,,,,,remedy
20932,,(2.2857+0j),0j,,,,,,,remember
20933,,(2.6667+0j),0j,,,,,,,remembered
20934,,(2.4286+0j),0j,,,,,,,remembering
20935,,(2.2857+0j),0j,,,,,,,remembers
20936,,,0j,,,,,,,remembrance
20937,,,,,,,,(1+0j),(0.7+0j),remiges
20938,,(1.5+0j),0j,,,,,,,remind
20939,,(2.5714+0j),0j,,,,,,,reminded
20940,,(2.1429+0j),,(0.3333333333333333+0j),(0.016666666666666666+0j),,,,,reminder
20941,,(1.8333+0j),0j,,,,,,,reminds
20942,,,0j,,,,,,,reminiscent
20943,,(2.6+0j),0j,,,,,,,remix
20944,,,0j,,,,,,,remixed
20945,,,0j,,,,,,,remixes
20946,,,0j,,,,,,,remnant
20947,,,(0.3333333333333333+0j),(1+0j),(1+0j),,,,,remnants
20948,,(3.5+0j),,,,,,,,remodeling
20949,,,0j,,,,,,,remodelled
20950,,,0j,,,,,,,remodelling
20951,,(2.6667+0j),0j,,,,,,,remote
20952,,(3.1429+0j),,,,,,,,remotely
20953,,,(1+0j),,,,,,,remoulade
20954,,(2.5714+0j),,,,,,,,removable
20955,,(2.1429+0j),0j,,,,,(1+0j),(0.05+0j),removal
20956,,(1.7143+0j),0j,0j,0j,,,,,remove
20957,,(2+0j),0j,(1+0j),(0.05+0j),(0.3333333333333333+0j),(0.016666666666666666+0j),,,removed
20958,,(2.8333+0j),,,,,,,,remover
20959,,,0j,,,,,,,removers
20960,,(2.2857+0j),0j,,,,,,,removes
20961,,(1.5+0j),0j,,,,,,,removing
20962,,(4.5+0j),,,,,,,,remuneration
20963,,(4.2857+0j),(0.5+0j),,,,,(1+0j),(0.375+0j),renaissance
20964,,,,,,,,(1+0j),(0.05+0j),renaissance style
20965,,(4.5+0j),,,,,,,,renal
20966,(0.59375+0j),,,,,,,,,renal pelvis
20967,,(2+0j),,,,,,,,rename
20968,,(2.1429+0j),0j,,,,,,,renamed
20969,,,0j,,,,,,,renaming
20970,,(3.5+0j),,,,(1+0j),(0.05+0j),,,renault
20971,,(3.5714+0j),0j,,,,,,,render
20972,,(3.8333+0j),0j,,,,,,,rendered
20973,,(3.8571+0j),(0.5+0j),,,,,,,rendering
20974,,,,,,(1+0j),(0.75+0j),,,renderings
20975,,,,,,0j,0j,,,renderings developed
20976,,,(0.5+0j),,,,,,,renders
20977,,,(1+0j),,,(1+0j),(0.8+0j),,,rendition
20978,,(2.8+0j),,,,,,,,rene
20979,,(3.2857+0j),,,,,,,,renee
20980,,(2.5714+0j),0j,(1+0j),(0.1+0j),,,,,renew
20981,,(3+0j),0j,,,,,,,renewable
20982,(0.3571428571428571+0j),,,,,,,,,renewable energies
20983,,,0j,,,,,,,renewables
20984,,(2.7143+0j),,,,,,,,renewal
20985,,(3.1667+0j),0j,(1+0j),(0.225+0j),,,,,renewed
20986,,,0j,,,,,,,renewing
20987,,(2.6667+0j),,,,,,,,reno
20988,,,0j,,,,,,,renovate
20989,,(3.2857+0j),0j,,,,,,,renovated
20990,,(4+0j),,,,,,,,renovation
20991,,,0j,,,,,,,renovations
20992,,(3.7143+0j),0j,,,,,,,renowned
20993,,(1.7143+0j),0j,,,,,,,rent
20994,,(2.1429+0j),0j,0j,0j,,,,,rental
20995,,,,(1+0j),(0.05+0j),,,,,rental market
20996,,(2.5714+0j),,(1+0j),(0.05+0j),,,,,rentals
20997,,(2.2857+0j),,0j,0j,,,,,rented
20998,,(3+0j),,,,,,,,renting
20999,,(1.7143+0j),,,,,,,,rents
21000,,,(0.5+0j),,,,,,,reopened
21001,,,0j,,,,,,,reorganisation
21002,,,0j,,,,,,,reorganising
21003,,,0j,,,,,,,reorganized
21004,,(3+0j),,,,,,,,rep
21005,,(2.1667+0j),0j,,,,,,,repair
21006,(0.4305555555555556+0j),,,,,,,,,repair complex
21007,,(2.3333+0j),0j,,,,,,,repaired
21008,,(1.8+0j),0j,,,,,,,repairs
21009,,,(1+0j),,,,,,,reparations
21010,,(2.5714+0j),,,,,,,,repay
21011,,(3.2857+0j),,,,,,,,repayment
21012,,(3+0j),,,,(0.75+0j),(0.2625+0j),,,repeal
21013,,,,,,(1+0j),(0.05+0j),,,repeal and replace
21014,,(3.5+0j),0j,,,0j,0j,,,repealed
21015,,,,,,(1+0j),(0.46666666666666673+0j),,,repealing
21016,,,,,,(1+0j),(0.05+0j),,,repealing obamacare
21017,,(2.1429+0j),0j,0j,0j,,,,,repeat
21018,,(2.6+0j),0j,,,0j,0j,,,repeated
21019,,(2.7143+0j),,(1+0j),(0.1+0j),,,,,repeatedly
21020,,(2.8333+0j),0j,,,,,,,repeating
21021,,(2.1429+0j),0j,,,,,,,repeats
21022,,(5.4+0j),,,,,,,,repec
21023,,,0j,,,,,,,repel
21024,,,0j,,,,,,,repellent
21025,,,0j,,,,,,,repent
21026,,,,,,,,(1+0j),(0.95+0j),repentant
21027,,,,,,,,(1+0j),(0.1+0j),repentant and rededicated
21028,,,0j,,,,,,,repercussions
21029,,(3.1429+0j),0j,,,,,,,repetition
21030,,(2.5+0j),,,,,,,,repetitive
21031,,(2.5+0j),0j,,,0j,0j,(1+0j),(0.05+0j),replace
21032,,(2.5+0j),0j,(1+0j),(0.05+0j),0j,0j,,,replaced
21033,,(3+0j),0j,,,(1+0j),(0.125+0j),(1+0j),(0.25+0j),replacement
21034,,,,,,(1+0j),(0.05+0j),,,replacement system
21035,,,0j,,,,,,,replacements
21036,,(2.2857+0j),0j,,,,,,,replaces
21037,,(2.7143+0j),0j,,,(0.5+0j),(0.05+0j),,,replacing
21038,,,0j,,,,,,,replanted
21039,,(2.8571+0j),0j,,,,,,,replica
21040,,,0j,,,,,,,replicated
21041,,,0j,,,,,,,replicating
21042,,(2.8571+0j),0j,,,,,,,replication
21043,(0.55+0j),,,,,,,,,replication machinery
21044,,(2.3333+0j),0j,,,,,,,replied
21045,,(2.1429+0j),0j,,,,,,,replies
21046,,(1.7143+0j),0j,,,,,,,reply
21047,,(2.4286+0j),(0.07692307692307693+0j),(0.09090909090909091+0j),(0.004545454545454546+0j),0j,0j,,,report
21048,,,,,,0j,0j,,,report is known to contain
21049,,(2.6667+0j),(0.05555555555555555+0j),(0.18181818181818182+0j),(0.011363636363636364+0j),(0.42857142857142855+0j),(0.03214285714285715+0j),,,reported
21050,,,,0j,0j,,,,,reported shelling
21051,,(3.2857+0j),0j,(0.3333333333333333+0j),(0.016666666666666666+0j),(1+0j),(0.15000000000000002+0j),,,reportedly
21052,,(2.8333+0j),0j,0j,0j,0j,0j,,,reporter
21053,(0.4499999999999999+0j),,,,,,,,,reporter imaging
21054,,(2.8+0j),,(1+0j),(0.05+0j),(1+0j),(0.1+0j),,,reporters
21055,,(2.5714+0j),(0.2+0j),0j,0j,,,,,reporting
21056,,(2+0j),0j,0j,0j,0j,0j,,,reports
21057,,(3.5714+0j),0j,,,,,,,repository
21058,,,,(1+0j),(0.8+0j),,,,,repossessed
21059,,,,(1+0j),(0.2+0j),,,,,repossessed property
21060,,(2.4286+0j),0j,(1+0j),(0.1+0j),0j,0j,,,represent
21061,,(3.7143+0j),0j,,,(1+0j),(0.07500000000000001+0j),,,representation
21062,,(3.1667+0j),0j,,,,,,,representations
21063,,(3.6667+0j),0j,(1+0j),(0.15+0j),(1+0j),(0.325+0j),,,representative
21064,,(3+0j),0j,,,(1+0j),(0.05+0j),,,representatives
21065,,(3.1667+0j),0j,,,(1+0j),(0.2+0j),(1+0j),(0.25+0j),represented
21066,,(2.7143+0j),0j,,,,,,,representing
21067,,(2.3333+0j),(0.16666666666666666+0j),,,,,,,represents
21068,,,(1+0j),,,,,,,repress
21069,,,0j,(1+0j),(0.75+0j),,,,,repression
21070,,,,(1+0j),(0.05+0j),,,,,repression of dissidents
21071,,,,,,(1+0j),(0.35+0j),,,reprieve
21072,,(2.4286+0j),0j,,,,,,,reprint
21073,,(2.5+0j),,,,,,,,reprinted
21074,,(2.3333+0j),,,,,,,,reprints
21075,,(3+0j),0j,,,,,,,reproduce
21076,,(3.3333+0j),0j,,,,,,,reproduced
21077,,,0j,,,,,,,reproducing
21078,,(2.7143+0j),0j,,,,,,,reproduction
21079,,,0j,,,,,(1+0j),(0.25+0j),reproductions
21080,,(2.5714+0j),0j,,,,,,,reproductive
21081,(0.4305555555555556+0j),,,,,,,,,reproductive study
21082,,,0j,,,,,,,reproductives
21083,,,0j,,,,,,,reptiles
21084,,(2.8571+0j),0j,,,,,0j,0j,republic
21085,,(3+0j),,0j,0j,(0.3684210526315789+0j),(0.021052631578947368+0j),,,republican
21086,,,,,,(1+0j),(0.15+0j),,,republican nomination
21087,,,,,,(0.6666666666666666+0j),(0.03333333333333333+0j),,,republican party
21088,,,,,,(1+0j),(0.1+0j),,,republican senators
21089,,,0j,,,,,,,republicanism
21090,,(3.1667+0j),0j,0j,0j,(1+0j),(0.1+0j),,,republicans
21091,,,,(1+0j),(0.05+0j),,,,,republicans warily saluted
21092,,,0j,,,,,,,republics
21093,,,0j,,,,,,,republished
21094,,,(1+0j),,,,,,,repudiandae
21095,,,0j,,,,,,,repudiated
21096,,,0j,,,,,,,repulsed
21097,,(3.4286+0j),0j,,,,,,,reputable
21098,,(3.4+0j),(0.3333333333333333+0j),(1+0j),(0.39999999999999997+0j),(1+0j),(0.35+0j),,,reputation
21099,,,,(0.6666666666666666+0j),(0.03333333333333333+0j),,,,,reputation for corruption
21100,,,(0.2+0j),,,,,,,reputed
21101,,(2.1429+0j),0j,0j,0j,0j,0j,(0.2+0j),(0.02+0j),request
21102,,(2.2857+0j),0j,,,(1+0j),(0.05+0j),,,requested
21103,,(2.1429+0j),0j,,,,,(0.5+0j),(0.05+0j),requesting
21104,,(2+0j),0j,,,,,,,requests
21105,,(2+0j),0j,0j,0j,0j,0j,,,require
21106,,(2+0j),(0.034482758620689655+0j),(1+0j),(0.05+0j),(1+0j),(0.1+0j),0j,0j,required
21107,,(2.1429+0j),0j,,,,,,,requirement
21108,,(2.7143+0j),0j,,,,,,,requirements
21109,,(2+0j),0j,,,0j,0j,0j,0j,requires
21110,,(2.5714+0j),0j,,,,,,,requiring
21111,,(3.7143+0j),,,,,,,,requisite
21112,,,(1+0j),,,,,,,rerum
21113,,,0j,,,,,,,rerun
21114,,,0j,,,,,,,reruns
21115,,(2.7143+0j),,,,,,,,resale
21116,,,(1+0j),,,,,,,rescinded
21117,,(3+0j),(0.4+0j),(1+0j),(0.2833333333333334+0j),,,,,rescue
21118,,,,(1+0j),(0.05+0j),,,,,rescue systemic lender
21119,,,0j,(1+0j),(0.3+0j),,,,,rescued
21120,,,0j,,,,,,,rescuer
21121,,,,(1+0j),(0.1+0j),,,,,rescues
21122,,,0j,,,,,,,rescuing
21123,,(2.4286+0j),0j,,,(0.7142857142857143+0j),(0.08571428571428572+0j),(0.3333333333333333+0j),(0.03333333333333333+0j),research
21124,,,,,,,,(1+0j),(0.05+0j),research journal
21125,(0.3152173913043478+0j),,,,,,,,,research policy
21126,,(3.1429+0j),,,,(1+0j),(0.1+0j),,,researched
21127,,(3.3333+0j),0j,,,,,,,researcher
21128,,(3.1667+0j),0j,,,(0.5+0j),(0.075+0j),,,researchers
21129,,(2.7143+0j),,,,(1+0j),(0.05+0j),,,researching
21130,,(2.8571+0j),,,,,,,,reseller
21131,,(2.5714+0j),,,,,,,,resellers
21132,,,0j,,,,,,,resemblance
21133,,(3+0j),0j,,,(1+0j),(0.75+0j),,,resemble
21134,,,(0.5+0j),,,(1+0j),(0.45+0j),,,resembled
21135,,,0j,,,,,,,resembles
21136,,,0j,,,,,,,resembling
21137,,,(0.5+0j),,,,,,,resentment
21138,,(3.2857+0j),0j,,,,,,,reservation
21139,,(3.8571+0j),(1+0j),,,,,,,reservations
21140,,(1.8333+0j),(0.2+0j),,,(0.3333333333333333+0j),(0.016666666666666666+0j),,,reserve
21141,,(3.2+0j),,,,,,,,reserveamerica
21142,,(2.5714+0j),(0.07692307692307693+0j),,,(1+0j),(0.2+0j),,,reserved
21143,,,,,,(1+0j),(0.15+0j),,,reserved spot
21144,,(2.5+0j),0j,,,,,,,reserves
21145,,,,,,(1+0j),(0.05+0j),,,reserving
21146,,(3.4286+0j),0j,,,,,,,reservoir
21147,,,0j,,,,,,,reservoirs
21148,,(2+0j),0j,,,,,,,reset
21149,,(2.4286+0j),,,,,,,,resets
21150,,,0j,,,,,,,reshapes
21151,,(2.7143+0j),,,,,,,,reside
21152,,,0j,,,,,,,resided
21153,,(2.5714+0j),0j,(1+0j),(0.6+0j),,,(0.75+0j),(0.1375+0j),residence
21154,,,,0j,0j,,,,,residence next door
21155,,,0j,(1+0j),(0.5+0j),,,,,residences
21156,,,,,,,,(1+0j),(0.05+0j),residencies
21157,,(3.4286+0j),0j,,,,,,,residency
21158,,(2.5714+0j),0j,(1+0j),(0.15+0j),(1+0j),(0.2+0j),,,resident
21159,,(3+0j),0j,(1+0j),(0.2+0j),,,,,residential
21160,,,,0j,0j,,,,,residential building
21161,,,,(1+0j),(0.1+0j),,,,,residential neighborhood
21162,,(2.5714+0j),0j,(0.125+0j),(0.00625+0j),(1+0j),(0.15+0j),(1+0j),(0.15+0j),residents
21163,,(2.7143+0j),,,,,,,,resides
21164,,(2.8571+0j),0j,,,,,(1+0j),(0.35+0j),residing
21165,,(3.1429+0j),,,,,,,,residual
21166,(0.4166666666666666+0j),,,,,,,,,residual activity
21167,,(3.2857+0j),,,,,,,,residue
21168,,(3+0j),,,,,,,,residues
21169,,(3.4286+0j),0j,,,,,,,resignation
21170,,,,,,(1+0j),(0.45+0j),,,resignations
21171,,(2.7143+0j),0j,,,,,,,resigned
21172,,,0j,(1+0j),(0.9+0j),,,,,resilience
21173,,,0j,,,,,,,resiliency
21174,,,,(1+0j),(0.45+0j),,,,,resilient
21175,,,,(1+0j),(0.4+0j),,,,,resilient insurgency
21176,,(3.8+0j),,,,,,,,resin
21177,,,,,,,,(1+0j),(0.4+0j),resins
21178,,(2.2857+0j),0j,,,,,,,resist
21179,,(3.1667+0j),0j,(1+0j),(0.35+0j),,,,,resistance
21180,,,,,,(1+0j),(0.7+0j),,,resistances
21181,,(3.2857+0j),0j,,,,,,,resistant
21182,(0.46875+0j),,,,,,,,,resolute pursuit
21183,,(4.2+0j),0j,,,,,,,resolution
21184,,(3.6667+0j),,,,,,,,resolutions
21185,,(2.6+0j),0j,(1+0j),(0.18333333333333335+0j),(0.6666666666666666+0j),(0.13333333333333333+0j),,,resolve
21186,,,,(1+0j),(0.175+0j),,,,,resolve diplomatically
21187,,(3+0j),0j,(0.6666666666666666+0j),(0.11666666666666665+0j),(1+0j),(0.3+0j),,,resolved
21188,,,,0j,0j,,,,,resolved to seek
21189,,,0j,,,,,,,resolves
21190,,(2.8571+0j),0j,,,,,,,resolving
21191,,(4.1429+0j),0j,,,,,,,resonance
21192,,,,(1+0j),(0.85+0j),,,,,resonate
21193,,(2.5714+0j),(0.3333333333333333+0j),,,(0.4+0j),(0.04+0j),,,resort
21194,,(3+0j),0j,,,,,,,resorts
21195,(0.4166666666666666+0j),,,,,,,,,resounding cymbals
21196,,(2.2857+0j),0j,,,,,(1+0j),(0.05+0j),resource
21197,,,,,,,,0j,0j,resource planning
21198,,(2.5+0j),0j,,,(1+0j),(0.15+0j),,,resources
21199,,(2.3333+0j),0j,(1+0j),(0.05+0j),,,,,respect
21200,,,,0j,0j,,,,,respect their privacy
21201,,(2.4286+0j),0j,,,,,,,respected
21202,,(2.4286+0j),,,,,,,,respecting
21203,,(3.4286+0j),(0.14285714285714285+0j),,,,,,,respective
21204,,(2.7143+0j),0j,,,(1+0j),(0.55+0j),(1+0j),(0.475+0j),respectively
21205,,(2.3333+0j),0j,,,0j,0j,,,respects
21206,,,0j,,,,,,,respiration
21207,,(3.4286+0j),0j,,,,,,,respiratory
21208,(0.2222222222222222+0j),,,,,,,,,respiratory failure
21209,,(2.5+0j),0j,,,(1+0j),(0.1+0j),,,respond
21210,,(2.8333+0j),0j,(1+0j),(0.2833333333333333+0j),(1+0j),(0.15+0j),,,responded
21211,,,,(1+0j),(0.05+0j),,,,,responded to a knock
21212,,(4.1667+0j),,,,,,,,respondent
21213,,(3.8+0j),0j,,,,,,,respondents
21214,,(2.3333+0j),0j,0j,0j,(1+0j),(0.17500000000000002+0j),,,responding
21215,,(2.2857+0j),0j,,,,,,,responds
21216,,(2.7143+0j),0j,(0.6666666666666666+0j),(0.03333333333333333+0j),(0.4+0j),(0.03+0j),(1+0j),(0.15+0j),response
21217,,(2.4286+0j),0j,,,,,,,responses
21218,,(3.1429+0j),0j,,,,,,,responsibilities
21219,,(3.1667+0j),0j,(0.8571428571428571+0j),(0.09285714285714286+0j),(0.5+0j),(0.025+0j),(1+0j),(0.15+0j),responsibility
21220,,(2.5+0j),0j,0j,0j,(1+0j),(0.1+0j),(1+0j),(0.05+0j),responsible
21221,,,0j,,,,,,,responsibly
21222,,(2.8571+0j),,,,,,,,responsive
21223,,,0j,,,,,,,responsiveness
21224,,(1.5714+0j),0j,0j,0j,,,0j,0j,rest
21225,,(1.8333+0j),,,,,,,,restart
21226,,,(1+0j),,,,,,,restas
21227,,(1.8333+0j),0j,,,,,,,restaurant
21228,,(2.1667+0j),0j,,,,,,,restaurants
21229,,,0j,,,,,,,rested
21230,,(2.3333+0j),0j,,,,,,,resting
21231,,,,(1+0j),(0.5+0j),,,,,restive
21232,,,,(1+0j),(0.15+0j),,,,,restive homs province
21233,,,0j,,,,,,,restless
21234,,(3.5714+0j),0j,,,,,,,restoration
21235,,(2.8+0j),0j,(1+0j),(0.3+0j),,,,,restore
21236,,,,(1+0j),(0.05+0j),,,,,restore confidence
21237,,(2.8333+0j),0j,,,,,,,restored
21238,,(2.8333+0j),(0.5+0j),(1+0j),(0.25+0j),,,,,restoring
21239,,,,(1+0j),(0.05+0j),,,,,restoring confidence
21240,,,,(1+0j),(0.05+0j),,,,,restoring confidence and growth
21241,,(3.5714+0j),,,,,,,,restraint
21242,,(2.7143+0j),,,,,,,,restrict
21243,,(3.1429+0j),0j,(1+0j),(0.275+0j),,,,,restricted
21244,,,,(1+0j),(0.05+0j),,,,,restricted access
21245,,,,(1+0j),(0.4+0j),,,,,restricting
21246,,(3.2857+0j),0j,,,,,,,restriction
21247,,(3.2857+0j),0j,,,,,(1+0j),(0.4+0j),restrictions
21248,,(3.4286+0j),,,,,,,,restrictive
21249,,,,(1+0j),(0.35+0j),,,,,restricts
21250,,,,(1+0j),(0.05+0j),,,,,restricts media access
21251,,(3.5714+0j),,(1+0j),(0.55+0j),,,,,restructuring
21252,,(1.8571+0j),0j,,,,,,,rests
21253,,,0j,,,,,,,resucceeded
21254,,(1.7143+0j),0j,0j,0j,0j,0j,0j,0j,result
21255,,(2.2857+0j),0j,0j,0j,(0.3333333333333333+0j),(0.016666666666666666+0j),0j,0j,resulted
21256,,(2+0j),0j,,,0j,0j,,,resulting
21257,,(1.7143+0j),0j,0j,0j,0j,0j,0j,0j,results
21258,,(2.6667+0j),0j,(1+0j),(0.1+0j),,,,,resume
21259,,,,(1+0j),(0.05+0j),,,,,resume normal activity
21260,,(2.7143+0j),,(1+0j),(0.15+0j),,,,,resumed
21261,,(2.5714+0j),,,,,,,,resumes
21262,,,0j,(1+0j),(0.8+0j),,,,,resumption
21263,,,,(1+0j),(0.05+0j),,,,,resumption of diplomatic activity
21264,,,,(1+0j),(0.9+0j),,,,,resurgent
21265,,(4.4+0j),0j,,,,,,,resurrection
21266,,(2.2857+0j),0j,,,,,,,retail
21267,,(3.3333+0j),0j,,,,,,,retailer
21268,,(3.2857+0j),0j,,,,,,,retailers
21269,,(3.1667+0j),,,,,,,,retailing
21270,,(3.4286+0j),0j,,,,,,,retain
21271,,(3.5+0j),(0.125+0j),,,,,,,retained
21272,,(3.8+0j),0j,,,(1+0j),(0.8+0j),,,retaining
21273,,(3+0j),0j,,,,,,,retains
21274,,,,(0.6666666666666666+0j),(0.05000000000000001+0j),,,,,retake
21275,,,,,,(1+0j),(0.65+0j),,,retaliated
21276,,,(0.6666666666666666+0j),,,,,,,retaliation
21277,,(4.1429+0j),0j,,,,,,,retention
21278,,,,,,(1+0j),(0.65+0j),,,reticular
21279,,,,,,(1+0j),(0.15+0j),,,reticular formation
21280,,,,,,0j,0j,,,reticular formation controlled
21281,,,,,,0j,0j,,,reticular formation controlled biting
21282,,,(1+0j),,,,,,,reticulum
21283,,,0j,,,,,,,retina
21284,(0.6666666666666666+0j),,,,,,,,,retinal degeneration
21285,,(3+0j),0j,,,,,,,retire
21286,,(2.7143+0j),0j,,,,,,,retired
21287,,(3.1429+0j),(0.1111111111111111+0j),(1+0j),(0.2+0j),,,,,retirement
21288,,,0j,(1+0j),(0.15+0j),(1+0j),(0.3+0j),,,retiring
21289,,,0j,,,,,,,retitled
21290,,,0j,,,,,,,retractable
21291,,,0j,,,,,,,retracted
21292,,,,,,(1+0j),(0.75+0j),,,retracting
21293,,(2.5+0j),(0.5+0j),,,,,(1+0j),(0.45+0j),retreat
21294,,,(0.3333333333333333+0j),,,,,,,retreated
21295,,,0j,(1+0j),(0.85+0j),,,,,retreating
21296,,,,0j,0j,,,,,retreating into the house
21297,,,,,,,,(1+0j),(0.15+0j),retreats
21298,,(3.4286+0j),0j,,,,,,,retrieval
21299,,(3.4286+0j),0j,,,,,,,retrieve
21300,,(3.1429+0j),,,,,,,,retrieved
21301,,,0j,,,,,,,retrieves
21302,,(3.2857+0j),,,,,,,,retrieving
21303,,(2.6+0j),,,,,,,,retro
21304,,,0j,,,,,,,retrofitted
21305,,,(1+0j),,,,,,,retrofitting
21306,,,(0.6666666666666666+0j),,,,,,,retrograde
21307,,,0j,,,,,,,retrospectively
21308,,,0j,,,,,,,retuned
21309,,(2+0j),0j,(0.2+0j),(0.01+0j),0j,0j,,,return
21310,,,,,,(1+0j),(0.05+0j),,,return to base
21311,,,,,,(1+0j),(0.05+0j),,,return wreckage
21312,,(1.8333+0j),0j,0j,0j,0j,0j,(0.5+0j),(0.037500000000000006+0j),returned
21313,,(2+0j),0j,,,(0.5+0j),(0.025+0j),,,returning
21314,,(1.8571+0j),0j,,,,,,,returns
21315,,,0j,,,,,,,reunification
21316,,,0j,,,,,,,reunified
21317,,(2.7143+0j),0j,,,,,,,reunion
21318,,,0j,,,,,,,reunions
21319,,,0j,,,,,,,reunited
21320,,,,,,,,(1+0j),(0.7+0j),reuniting
21321,,(2.2857+0j),,,,,,,,reuse
21322,,,0j,,,,,,,reused
21323,,(3.8+0j),,(0.8571428571428571+0j),(0.12142857142857143+0j),(0.6666666666666666+0j),(0.08333333333333333+0j),,,reuters
21324,,(2.2+0j),,,,,,,,rev
21325,,,0j,,,,,,,revalued
21326,,,,(1+0j),(0.95+0j),,,,,revamped
21327,,,,0j,0j,,,,,revamped prior
21328,,,,(1+0j),(0.05+0j),,,,,revamped prior to
21329,,(2.3333+0j),0j,,,,,,,reveal
21330,,(2.8333+0j),0j,,,(1+0j),(0.3+0j),,,revealed
21331,,,,,,0j,0j,,,revealed its findings
21332,,(2.7143+0j),0j,,,,,,,revealing
21333,,(2.7143+0j),0j,(1+0j),(0.2+0j),,,,,reveals
21334,,(3.4286+0j),0j,,,,,,,revelation
21335,,,0j,,,,,,,revelations
21336,,,0j,,,,,,,reveled
21337,,(2.4286+0j),0j,,,,,,,revenge
